鈴木大介八段 vs
 58:50 こうすけが見てればなあ
 58:56 やったのか？
 58:59 ぇ、今日の解説栄治さんだったのかｗ
 59:03 やったか?
 59:07 (
 59:07 オワタ＼(^o^)／
 59:11 激痛
 59:12 いてえ
 59:21 勉強になる
 59:23 でもけにょろーん
 59:24 かーぶ
 59:25 ぐにゃー
 59:25 ええんやで
 59:26 グニャグニャｗｗｗ
 59:26 まがりくねった♪
 59:26 流れるような
 59:27 ～
 59:28 ＼
 59:30 ほー
 59:31 すげー角
 59:31 いろは坂
 59:33 楕円
 59:34 ⌒
 59:36 スライダーかな？
 59:37 にょろ～ん
 59:40 滑らかだｗ
 59:44 角、酔っぱらってんのか？
 59:44 曲線的な手
 59:45 スローカーブ
 1:00:01 一目でか
 1:00:03 ポナはどうするんだろうなあ
 1:00:06 ほう
 1:00:12 栄ちゃん、解説いいなあ
 1:00:13 たんどり忍
 1:00:19 大介の手付き良い
 1:00:26 ビシッ
 1:00:51 村山さんの狙いがニャンとも
 1:00:55 ひふみんアイ
 1:00:57 いきなりみんあい
 1:00:58 ひふみんアイ
 1:01:16 昨日の竜王戦の手数アイ
 1:01:36 がっちがち
 1:01:37 まあ引くよねえ
 1:01:42 ほうじゃろうほうじゃろう
 1:01:44 引くか…
 1:01:47 BIG4完成させよう
 1:01:51 これ97に角引くのかな
 1:01:52 飛車角の将棋
 1:01:53 いない
 1:01:57 こんなん崩せるんかい
 1:02:01 4マイｖｓ4枚
 1:02:13 これはどっちの思惑なの？
 1:02:24 9択でお願いします
 1:02:25 早くーーーーｗ
 1:02:26 まにあわじ
 1:02:33 まに淡路
 1:02:33 指しそう
 1:02:33 9択で
 1:02:37 黒扇子
 1:02:37 運営　速攻で入力して
 1:02:37 運営がんばれ！
 1:02:38 じめいのトラップかな
 1:02:38 間に淡路
 1:02:39 間に合わせろ
 1:02:40 まに淡路
 1:02:44 運営頑張れ！
 1:02:46 9択で
 1:02:47 /vote
 1:02:47 鈴木手番は無理
 1:02:47 はよ
 1:02:48 運営のブラインドタッチに全てがかかってる
 1:02:56 にゃん
 1:02:56 間に合ったじ
 1:02:58 できる運営
 1:03:00 9択はよ
 1:03:02 運営さんやるやん！
 1:03:02 外れたらノニ？
 1:03:03 運営がんばった
 1:03:08 困ったときのニャン
 1:03:08 羽生アターック
 1:03:11 外れたら会見
 1:03:15 ハブアタック飲もうｗ
 1:03:17 /vote
 1:03:19 3択で外さんやろ
 1:03:21 ほう
 1:03:28 ノニジュースあるの？
 1:03:31 急いだから、全角半角混じり
 1:03:36 /vote
 1:03:39 それもあるけど歩を挿したい
 1:03:41 飯島先生を信用しますよ！
 1:03:45 そうですねって
 1:03:58 ドリブル
 1:04:00 いわゆる棒角
 1:04:00 かくのどりぶる
 1:04:04 ぼくも
 1:04:05 そうですねぇ　いいとも風
 1:04:06 ｗ
 1:04:06 飯島信用金庫
 1:04:08 メッシのd理ぶる
 1:04:09 じゃあ、俺も
 1:04:13 やるときはやる！
 1:04:14 ダブルドリブルは反則これ豆な
 1:04:15 飯島不動産
 1:04:16 128
 1:04:18 で、ですよね
 1:04:19 今日は当たってる！
 1:04:19 飯塚も呼んで下さい
 1:04:22 今日は九択は外さない！
 1:04:23 ワーオ・・・
 1:04:24 俺も栄ちゃん信用する
 1:04:24 9択以外は信用します
 1:04:26 自虐ｗ
 1:04:26 エコバッグ補正か
 1:04:28 そんなことないで
 1:04:28 ダブルタッチですね
 1:04:28 おっ・・・ｵﾚﾓ
 1:04:30 今日はどっちｗ
 1:04:31 ｗｗｗ
 1:04:35 9たく男
 1:04:42 軍曹歓喜
 1:04:44 広げていくんだねえ・・・
 1:04:46 9択は当たるよ
 1:04:47 隙がないよね
 1:04:50 ジュースはよ
 1:04:54 今日の南さん流し率高いな
 1:04:57 飯島は内心　大介を応援していますｗ
 1:05:14 そりゃ、大介応援するわなぁ
 1:05:21 いてらー
 1:05:22 すっく…
 1:05:22 ポナ選ぶなよ
 1:05:22 自虐やなあ
 1:05:24 ハンカチが欠かせません
 1:05:30 F先生「呼んだ」
 1:05:31 ぽきぽき
 1:05:32 飯島とジメイは同門
 1:05:33 パキポキ
 1:05:36 うむ
 1:05:43 なるー
 1:05:45 将棋に限らんな
 1:05:52 俺の人生、すべて無難にいってる
 1:05:58 石橋を壊しながら歩く
 1:05:59 康光流
 1:06:03 火中の栗を拾え！
 1:06:08 幸緒「こわれるー」
 1:06:09 石橋を渡る
 1:06:21 羽生さんもそう言ってるね
 1:06:23 石橋を叩いて壊す
 1:06:27 きたーーーーーーーーーーーーー
 1:06:28 やはり！
 1:06:30 やった！
 1:06:31 えらい力はいってたな
 1:06:32 駒音高く
 1:06:32 駒音高かった
 1:06:33 力強く
 1:06:35 バシッと
 1:06:36 外れた・・・
 1:06:37 マンモス「ｾｲｶｲﾃﾞｽ」
 1:06:38 まあこうなるわな
 1:06:39 駒音高い
 1:06:40 ばたんｗ
 1:06:40 ばん
 1:06:45 ばたんｗｗ
 1:06:45 01年以降　飯島-村山2-1
 1:06:46 こまおときいてもどってきた
 1:06:49 音聞こえちゃった？
 1:06:50 やったか
 1:06:50 怒りの襖閉め
 1:06:54 ジメイもバシッとｗ
 1:06:54 駒音に対抗してふすまを思いっきり占める
 1:06:56 あのふすますべりすぎ
 1:06:58 襖音が高いな
 1:06:58 ふすま閉める音も大きかった
 1:06:58 隙がない？
 1:07:02 ジメイイヤーは地獄耳
 1:07:04 やったか？
 1:07:15 解説に怒る村山
 1:07:17 近接パワー型とか遠隔型とかあるのか
 1:07:17 ホワイトボードが落ちるで
 1:07:24 スタンドかな？
 1:07:26 襖を締めるときに音を立てるなよｗ
 1:07:31 悪魔の力
 1:07:37 パワー型（物理）
 1:07:38 あとぜき！
 1:07:38 一人じゃね
 1:07:56 駒を割る（パワー型
 1:08:06 株型
 1:08:10 盤も割るんだよなぁ
 1:08:11 F型か
 1:08:19 角動かしたくないんだよな…
 1:08:53 さだます保険
 1:08:54 自分は冷や冷やしたくない
 1:08:58 さだほ
 1:09:14 えっ
 1:09:16 /vote
 1:09:19 株屋と不動産屋
 1:09:24 党員です
 1:09:24 4ってｗ
 1:09:28 鑑賞専門
 1:09:28 4でしょ
 1:09:28 4?
 1:09:29 ナイショの意味あるか？ｗ
 1:09:29 甘党です
 1:09:29 ﾐﾝﾅﾆﾊﾅｲｼｮﾀﾞﾖ
 1:09:30 オールラウンダー
 1:09:31 自民党
 1:09:32 ビール党です
 1:09:32 甘党です
 1:09:33 久保さん
 1:09:33 甘党です
 1:09:33 ナイショってｗ
 1:09:33 そろそろメール読もうか
 1:09:34 111
 1:09:36 微糖
 1:09:36 4は、どんな人だ
 1:09:37 4はうっっとっしいｗ
 1:09:37 ナイ将
 1:09:38 オシエテヨー
 1:09:38 焼酎党です
 1:09:39 アマ党
 1:09:39 羽生専門
 1:09:40 4は何よ
 1:09:40 甘党
 1:09:40 久保党首の勧誘で入党しました
 1:09:42 ナベ「甘党です」
 1:09:43 振る奴の気が知れない
 1:09:45 なんでｗ
 1:09:46 たけのこの里派
 1:09:48 ナイショは自意識過剰ｗ
 1:09:49 なぜ隠す必要があるんですか（正論
 1:09:50 ラーメン党かな
 1:09:50 言っていいじゃんw
 1:09:52 ナイショ國雄
 1:09:55 4はオールラウンド
 1:09:58 観将
 1:09:58 サビ抜き党です
 1:09:58 ｗｗｗｗｗｗｗｗｗ
 1:09:59 乗ります南
 1:10:00 匿名のアンケなのに
 1:10:01 さすが南ｗ
 1:10:01 ｗｗｗ
 1:10:02 コロコロコミック派
 1:10:03 南派
 1:10:08 ちゃんと突っ込んでくれるｗ
 1:10:09 あ、ナイショです
 1:10:12 俺も、すぐ対策されちゃうからな
 1:10:13 私はボンボン派
 1:10:13 あ、ないしょです
 1:10:13 4はポリンキー党
 1:10:15 ナイショッ党
 1:10:17 いっちゃったｗ
 1:10:18 私は辛党かな
 1:10:19 それはおじさんです
 1:10:22 納豆です
 1:10:23 JOLT党
 1:10:25 辛党です
 1:10:26 加党123
 1:10:26 南派にも二通りあるんだぞ
 1:10:27 オヤジギャグｗｗｗ
 1:10:28 自民党です
 1:10:28 角砂糖
 1:10:29 恐ろしいですねえｗ
 1:10:30 加藤です
 1:10:32 誰だ！
 1:10:33 というかぶっちゃけオールラウンダー
 1:10:33 そんなヤツは降級で
 1:10:34 飯島おこだよ(｀・ω・´)
 1:10:36 あいつしかいないｗ
 1:10:37 ひふみん
 1:10:39 Tウィルス女流に蔓延
 1:10:39 てんてー党
 1:10:40 たけのこ党はナイショににしないで堂々と主張します
 1:10:40 加藤一二三
 1:10:44 桃子かな
 1:10:44 果糖　ぶどう糖
 1:10:47 甘党（威圧）
 1:10:47 佐藤は将棋界に多いですね！
 1:10:47 いろんな党がいるんだなあ
 1:10:47 最近買った買い物：「ケンカ」（某女流）
 1:10:49 女流（オヤジ）
 1:10:50 たけのこの里党
 1:10:51 鬼面党です
 1:10:52 きのこの山党です
 1:10:52 いとうさえ
 1:10:53 /vote
 1:10:54 ちょッ党ーー！！
 1:10:55 清水さんか！？
 1:10:57 清水「甘党です」
 1:10:57 男性棋士では豊川が言います
 1:10:57 33-4
 1:11:01 郷田ｗ
 1:11:05 4はプロだね
 1:11:05 ウフフ・・・
 1:11:08 なべ「カレー甘めで」
 1:11:12 /vote
 1:11:16 4人に1人は見る将
 1:11:17 先手と後手で使い分けるタイプだとどうすればいいんだｗ
 1:11:17 久保「」
 1:11:18 ナイショ＝オールラウンダー
 1:11:26 今日の南ちゃん肩の力が抜けてていいな?
 1:11:29 清水さんに新婚の話はしますか？
 1:11:30 わくわく感があるから(震え声)
 1:11:40 あ、ビール党です
 1:11:41 3手で・・・しびれちゃうのかー
 1:11:47 俺はハイボール党
 1:11:51 言うだけ、言っとこう
 1:11:54 今や棋譜はいつでもどこでも手に入るからね
 1:11:56 ひきかく党
 1:12:00 一基は琥珀党
 1:12:02 そーなんすか
 1:12:04 振る（振るとは言っていない）
 1:12:10 ｗｗ
 1:12:13 村山に振られた
 1:12:14 ふるかも党
 1:12:17 情報戦がｗ
 1:12:21 三味線ですね？
 1:12:23 ｗｗｗｗ
 1:12:27 イビサ島
 1:12:29 こーどなジョウホウセン
 1:12:29 南も乗るｗ
 1:12:30 高度な情報戦
 1:12:31 あります南
 1:12:31 角だろ
 1:12:32 貞升夫「」
 1:12:33 あります南
 1:12:40 あったっけ？
 1:12:40 あることを発信する
 1:12:41 あります南ｗｗｗ
 1:12:41 あります南
 1:12:42 歩か
 1:12:44 ほうじゃろうほうじゃろう
 1:12:46 ふります南
 1:12:50 歩なのか
 1:12:55 豊川多すぎだろ！
 1:12:59 知ってたら、相当な南ファンだ
 1:13:01 さて
 1:13:15 先手好調
 1:13:32 自分なら絶対これ
 1:13:36 うんうん
 1:14:47 左辺のオブジェクト対決
 1:14:58 ですよね～
 1:15:01 そうだよな
 1:15:06 まあ、こっちだよね
 1:15:36 問題は次や
 1:15:45 一目は86だけど得かどうか
 1:15:59 さすが飯島先生の弟弟子
 1:16:38 大介　良い表情
 1:16:41 歩を使うところもあまりないですし
 1:16:52 幸運なものどうし
 1:16:57 自己脇息
 1:17:13 はい
 1:17:15 9択カモン
 1:17:18 86か
 1:17:21 えいちゃんの言うとおりに
 1:17:24 可愛い銀には旅をさせるな
 1:17:27 解説通りに
 1:17:32 やったぜ
 1:17:33 す、すごいです
 1:17:33 ｗｗｗ
 1:17:39 今日は当たってますね
 1:17:39 自虐王
 1:17:39 おいいいｗｗｗ
 1:17:40 すげえ
 1:17:42 あっ
 1:17:42 まだまだこれからですね！
 1:17:43 今日はｗ
 1:17:43 どやぁ
 1:17:44 はずれー
 1:17:45 竹部がいるとほー
 1:17:46 あれ
 1:17:46 あ
 1:17:46 さっそくｷﾀｰ
 1:17:47 あっ
 1:17:47 力強く
 1:17:47 これから外しますけどｗｗｗｗ
 1:17:53 へえ
 1:17:59 手を当てるのだけが解説じゃないしね
 1:18:21 なんかあるのかな
 1:18:37 これから外しますけどって言った瞬間外れるの凄いｗｗｗｗ
 1:18:47 競馬の予想屋じゃないんだから
 1:18:57 ある意味、手が当たったto
 1:19:20 これは後手ヨシに見える
 1:19:35 手を当てる機能欲しい
 1:20:00 そうか、今日は高野山じゃないんだ
 1:20:12 快感
 1:20:21 姿焼きにしてやれ
 1:20:21 え
 1:20:24 あっ
 1:20:25 あれれ
 1:20:29 なにがあるというのか
 1:20:33 いつの間に
 1:20:35 そんなに？
 1:20:37 皺ゼロ
 1:20:44 500はでかいな
 1:20:46 (´(ｪ)｀)
 1:20:49 穴補正か
 1:20:55 ポナ熊
 1:21:03 お
 1:21:03 ポナは何も言ってくれない・・・
 1:21:06 だよな
 1:21:06 ポナ「おれの500はそれほどでもない」
 1:21:10 誰か言ってたな
 1:21:16 500なんてすぐひっくり返るし
 1:21:30 きかす
 1:21:30 大学
 1:21:47 ？
 1:21:57 後手やったか？
 1:21:59 一回は大学かなあ
 1:22:12 と金は取れないのか
 1:22:15 1森下
 1:22:17 1森下
 1:22:17 フギーレ
 1:22:21 ふがごまい
 1:22:22 ﾓﾘｼﾀｰ
 1:22:41 話がちがうじゃないか
 1:22:42 フギーレ
 1:23:20 もう阿寒湖？
 1:23:20 これはおかしいぞ
 1:23:41 だねえ
 1:23:42 どうひしゃこうなった
 1:23:50 手拍子だったのかどうか
 1:24:01 びっくりした
 1:24:05 まだだ・・・
 1:24:15 はい
 1:24:16 お
 1:24:23 困ったか
 1:24:24 ここでか
 1:24:45 あ
 1:24:46 あ
 1:24:48 あ
 1:24:50 ほお！？
 1:24:51 たらたら
 1:24:55 おしゃれ
 1:24:58 ほほう
 1:25:12 は～～　こう指すものですか～
 1:25:17 ひねり出した手って感じだな
 1:25:21 むう
 1:25:24 野生の森下さんこんばんは
 1:25:28 気づかんな
 1:25:31 棋風
 1:25:35 あ、こんばんは
 1:25:41 さあ、当たらなくなってきた！
 1:25:45 kifu
 1:25:49 ノニ補給
 1:25:52 やっと、栄ちゃんらしくなってきた
 1:26:07 この前もと金作ったよね大介
 1:26:08 捌くのは誰だ
 1:26:21 9択いくか？
 1:26:23 と金は裏切らない
 1:26:30 鷲は舞い降りた
 1:26:35 これは
 1:27:03 香車もたれているから24もいけないし
 1:27:17 あうう・・・
 1:27:36 おしりが寒い
 1:27:38 龍と
 1:28:02 42の銀は取られてもいい
 1:28:04 88は大したことないか
 1:28:20 と金ちゃん
 1:28:49 と金の位置がいいな
 1:29:39 gokaku
 1:29:54 shoganai
 1:30:09 こうなりそう
 1:30:20 ノージンジャー
 1:30:20 しょうがない（三浦がわるい）
 1:30:20 こうはなりません
 1:30:28 ｗｗｗｗｗ
 1:30:33 ｗｗｗ
 1:30:35 ジンジャー頼む貴族流
 1:30:51 戻るのか
 1:31:10 ヨーヨー飛車
 1:31:16 なんとなく55
 1:31:22 とくした八段
 1:31:26 飛車角直列
 1:31:42 あたるねえ
 1:31:43 さすが栄ちゃん
 1:31:45 もったいないｗ
 1:31:45 しかもあたってるし
 1:31:46 もう、先生が対局すればええんちゃうやろか
 1:31:46 あたるZ！
 1:31:48 もったいないってなんだよｗ
 1:31:48 ｗｗｗｗｗｗｗ
 1:31:51 アイテムか！
 1:31:53 さすがは飯島先生
 1:31:57 今日は9択いっても大丈夫そうですよ
 1:31:59 当たり過ぎ栄ちゃん
 1:32:10 お願いします
 1:32:12 ノニ用意しておこう
